id,host_id,price,number_of_reviews,last_review
23620624,128832652,50,0,
23620728,17105274,49,5,2019-06-03
23622168,12968185,175,0,
23623267,24648109,180,0,
23624930,176763105,70,41,2019-05-05
23626799,7918430,400,7,2019-06-25
23626886,176436884,199,69,2019-07-03
23627524,2801739,194,19,2019-05-17
23627589,170444830,500,2,2018-03-09
23628745,176809727,105,38,2019-06-16
23628818,176810211,70,1,2018-04-17
23629119,32130349,50,0,
23629364,133288905,187,12,2019-04-22
23629960,33153151,250,14,2019-06-01
23630216,51969502,53,1,2018-03-16
23630510,101736132,50,0,
23630582,26557574,100,1,2018-03-24
23630829,23220666,65,9,2018-05-28
23631288,173406651,110,29,2019-03-29
23631575,2515199,36,11,2018-06-17
23631725,176679165,40,78,2019-06-19
23632578,3717633,185,32,2019-06-23
23632853,6023250,175,4,2019-05-13
23633175,1772509,65,13,2018-10-21
23633872,91182678,42,10,2018-07-23
23634984,176890090,25,13,2019-04-30
23635601,18485718,72,16,2019-06-23
23636223,67768251,45,4,2019-04-30
23642287,270404,77,15,2019-05-17
23642811,176964342,120,4,2018-04-01
23643300,38672932,70,6,2019-05-12
23644347,176679165,35,78,2019-06-22
23644523,11243113,200,11,2018-12-07
23644644,52549310,70,6,2018-08-05
23644901,51088192,100,0,
23646295,172544686,179,4,2018-03-17
23647298,142765455,110,2,2018-08-12
23648504,133288905,374,11,2019-06-26
23649611,2653232,133,0,
23649906,177036542,175,44,2019-07-01
23650008,123453141,42,8,2019-01-13
23650259,176983812,350,2,2018-05-05
23650568,24771677,200,45,2019-06-30
23650576,177045672,65,4,2018-04-21
23650831,7849107,55,0,
23651443,32772480,150,10,2019-07-02
23652689,157845873,115,53,2019-04-25
23654584,175180318,75,59,2019-06-30
23660051,173362161,62,67,2019-06-24
23660605,177146433,139,6,2018-08-12
23660722,26584499,150,1,2018-06-01
23661749,24595687,75,1,2018-06-27
23662000,177157966,45,9,2018-11-04
23662887,20618692,90,32,2019-05-06
23664280,921431,113,51,2019-06-28
23664324,9638130,100,0,
23664916,8993896,186,2,2019-06-04
23665341,176793977,60,0,
23666777,82889379,34,122,2019-06-28
23667137,115151548,72,6,2018-07-02
23667332,107040079,42,36,2019-06-05
23668381,1590148,250,2,2019-01-20
23668731,177174475,120,8,2019-03-26
23668732,177174475,120,6,2019-03-30
23668733,177174475,107,0,
23668734,177174475,137,10,2019-05-05
23668735,177174475,163,11,2019-05-19
23668736,177174475,153,7,2019-05-27
23668737,177174475,120,3,2019-02-08
23668738,177174475,137,7,2019-03-10
23668739,177174475,120,3,2019-04-01
23668740,177174475,163,8,2019-05-22
23668741,177174475,153,4,2019-06-27
23668742,177174475,137,5,2019-03-21
23668743,177174475,120,7,2019-06-01
23668745,177174475,208,4,2019-05-18
23668746,177174475,153,7,2019-04-01
23668747,177174475,163,8,2019-03-27
23668754,29918034,110,25,2019-06-25
23668849,162586833,400,19,2019-06-24
23668975,130804,65,0,
23669006,2965556,360,8,2019-06-16
23669140,43264429,120,2,2018-12-24
23669201,2438,95,1,2018-03-17
23669328,19356927,50,80,2019-06-28
23669381,7168913,65,0,
23670513,177161276,26,10,2019-03-07
23671009,87786261,189,5,2019-03-10
23671775,129483977,60,0,
23678832,1420659,150,0,
23681735,177353847,400,8,2019-06-03
23682503,27245,90,15,2018-11-05
23682816,11186022,400,2,2018-06-14
23683049,80344984,245,28,2019-06-26
23683504,51429969,100,3,2018-07-29
23683520,90834217,125,53,2019-06-26
23683924,6238348,220,4,2019-05-01
23684349,319707,49,0,
23684655,10964365,55,13,2019-05-25
23684864,13788158,250,37,2019-06-23
23684973,7201216,110,69,2019-06-23
23685538,37286422,45,18,2018-08-09
23685999,22779744,100,0,
23686606,4810688,175,43,2019-06-23
23687344,27046912,81,41,2019-07-03
23690062,175180318,75,59,2019-06-23
23691189,159811367,37,3,2019-01-13
23691588,159811367,32,4,2019-03-16
23692933,170534355,200,54,2019-06-02
23694603,1006421,120,2,2018-07-21
23696307,3464870,150,11,2019-06-09
23696695,10440477,70,2,2019-06-09
23698480,5022499,40,0,
23700333,18882408,108,7,2019-04-28
23700385,8335684,91,2,2018-04-01
23702051,1327095,140,0,
23702074,12243051,212,0,
23702317,177562935,105,35,2019-06-30
23702356,177562935,147,3,2019-04-22
23702442,12243051,205,1,2018-05-04
23702555,10434360,92,12,2018-11-25
23703345,147721837,139,25,2019-06-24
23708317,17125526,100,1,2018-08-26
23709593,128416096,55,1,2018-07-01
23709995,153390633,80,73,2019-06-27
23710983,5192686,75,6,2019-01-01
23712143,161081229,40,80,2019-07-04
23713359,1581733,400,3,2018-11-23
23713405,12243051,205,2,2018-08-17
23713463,42741722,70,6,2018-04-06
23713825,145252418,80,47,2019-07-07
23714194,15603100,220,40,2019-05-13
23714684,12243051,215,0,
23714854,48911266,119,17,2019-05-15
23714915,177714844,44,1,2018-03-23
23715256,4112404,199,0,
23715974,3635762,190,0,
23716003,109874158,45,0,
23718065,177761074,60,1,2019-06-30
23719597,31665801,178,40,2019-06-05
23722695,23818330,750,0,
23723855,28752891,175,11,2019-06-27
23723970,10331194,49,0,
23725946,13963575,130,15,2019-06-23
23727037,127345864,135,26,2019-07-03
23727326,5832321,100,57,2019-07-05
23727923,116067987,325,2,2019-07-03
23728057,15681707,150,49,2019-06-29
23728069,83899060,100,20,2019-07-01
23728251,9223263,45,3,2018-04-11
23729632,142248429,75,25,2019-07-03
23729711,3734637,30,15,2018-04-30
23733244,6106609,130,30,2019-06-18
23741304,59860568,75,0,
23741795,75469247,105,39,2019-06-24
23742000,50003794,75,31,2018-11-15
23743988,85572162,150,42,2019-05-08
23744530,3447309,89,1,2018-12-09
23744762,8159536,57,6,2019-03-11
23744773,172544686,800,0,
23745442,178059867,50,63,2019-06-17
23745732,178062766,325,44,2019-06-18
23746579,124357,300,70,2019-07-05
23746801,172544686,219,0,
23747164,83824521,150,41,2019-06-30
23747567,1636933,99,55,2018-10-04
23747870,174838527,100,0,
23747957,36052067,250,17,2019-06-30
23748179,6854910,150,0,
23748601,477787,112,48,2019-05-26
23749162,6989615,175,18,2019-06-09
23749862,20447869,95,1,2018-03-19
23750601,3605048,100,25,2019-04-08
23750623,12243051,220,0,
23751205,12243051,227,0,
23752247,178123507,280,9,2019-05-10
23752922,6513281,750,2,2019-01-01
23753607,131829860,55,1,2018-03-18
23753775,2250865,165,0,
23754446,76104209,200,0,
23754556,76104209,159,0,
23754635,76104209,200,0,
23755278,105825171,93,2,2018-04-01
23756498,74033494,125,31,2019-06-25
23758532,6059542,100,0,
23760168,30736639,105,80,2019-07-01
23760365,105310740,99,0,
23761645,16851857,69,11,2019-02-27
23761707,178229322,47,61,2019-05-15
23762153,120010130,50,2,2018-06-09
23762605,109551284,120,9,2019-04-30
23763165,12243051,210,0,
23763320,1181486,84,1,2018-03-13
23763367,178237936,89,68,2019-06-29
23763873,178244787,90,13,2018-11-16
23764185,12243051,222,0,
23764303,178224519,100,0,
23764791,12243051,227,0,
23765629,17583134,220,9,2018-12-29
23765706,25939370,172,6,2019-03-31
23765937,176051903,550,3,2019-07-05
23766156,178266385,800,3,2018-08-15
23766986,178224519,162,0,
23768377,97262966,175,9,2018-12-27
23768711,161899037,149,28,2019-06-28
23769218,161899037,149,28,2019-06-30
23771352,25705033,190,1,2018-04-23
23771486,12089291,600,1,2018-05-20
23772252,18825679,96,9,2019-01-02
23772767,151084261,125,13,2019-05-27
23772926,20333472,166,2,2018-04-20
23773431,22288459,45,5,2019-03-24
23775392,83929557,75,7,2019-06-23
23779181,3734637,30,5,2019-04-29
23780896,45845050,70,3,2018-04-20
23781939,22866437,300,2,2018-05-29
23784498,1302843,200,28,2019-06-14
23784779,19909972,160,129,2019-07-06
23785875,137916804,300,31,2019-07-01
23788475,26921064,90,70,2019-06-13
23788708,154965091,375,22,2019-06-19
23789466,178507107,100,7,2018-04-29
23789480,37401126,50,35,2019-05-27
23790556,178520748,89,114,2019-06-28
23790744,113094141,60,77,2019-07-07
23791349,31427834,100,13,2019-02-11
23792606,178543960,65,3,2019-04-02
23792629,110965771,100,0,
23792656,176001804,125,68,2019-06-29
23792770,110965771,100,0,
23797329,178543960,35,3,2018-08-01
23799904,5962328,85,3,2019-06-30
23803334,16158622,86,34,2019-06-23
23803836,55339775,30,0,
23804690,40381599,600,0,
23804783,178473107,99,10,2019-01-04
23805007,4335164,50,12,2018-09-29
23807257,8662157,270,23,2019-06-22
23807600,178665352,195,23,2019-06-17
23807689,116839989,110,54,2019-05-27
23807788,178473107,80,11,2018-12-08
23808650,178675800,85,2,2018-05-11
23808715,26502283,125,14,2018-05-28
23808895,178654047,190,0,
23809758,21012470,75,20,2019-06-27
23809978,17129810,55,7,2019-06-28
23810398,178696800,35,45,2019-07-02
23810745,62127615,48,2,2018-04-30
23811416,4427689,129,94,2019-06-23
23811541,23255533,139,10,2019-05-27
23812583,4427689,129,97,2019-06-19
23818526,178743973,400,0,
23819961,791011,240,0,
23820164,3654624,85,28,2019-06-25
23820465,116839989,105,25,2019-06-08
23820538,28373054,600,14,2019-06-17
23820909,178636681,110,11,2019-06-04
23821848,14934881,280,6,2019-01-01
23822397,2793254,75,25,2019-07-01
23822436,7138847,50,1,2018-04-16
23823959,173230953,40,7,2018-05-22
23826739,34404232,60,24,2018-08-19
23827761,15784251,375,7,2018-11-24
23827905,101438864,30,89,2019-06-27
23837148,175507083,45,2,2018-05-22
23837898,178986313,100,91,2019-07-07
23838063,149073048,67,34,2019-06-30
23838400,72142281,200,29,2019-07-01
23838734,94219511,65,12,2019-07-01
23839013,148130073,110,69,2019-06-25
23839200,178303634,49,48,2019-06-20
23839890,151124394,39,2,2019-01-01
23839939,70307702,199,36,2019-07-02
23840030,179010070,65,23,2019-05-22
23840461,63417081,45,1,2018-08-31
23841282,13873488,196,7,2018-05-24
23842204,38615080,65,24,2019-07-06
23842721,12387523,47,27,2019-06-26
23844034,2478424,110,17,2019-06-01
23849343,90534522,240,6,2019-05-26
23851659,4113106,45,60,2019-06-30
23852303,5091423,225,1,2018-04-04
23852718,6527776,200,13,2019-05-05
23852841,9574706,45,2,2018-10-03
23855079,29100568,171,1,2018-06-07
23855466,179187831,70,0,
23855867,173386569,170,17,2019-06-16
23856563,25497297,125,10,2019-05-12
23856708,27703207,45,3,2018-07-30
23857107,16308520,150,8,2019-06-11
23857159,14476858,106,1,2018-03-19
23857515,64060155,80,0,
23857631,140057330,50,37,2019-06-24
23857837,140057330,50,22,2019-06-24
23858270,18768995,90,34,2019-07-08
23858353,154302755,60,42,2019-07-02
23858901,176246555,154,5,2019-06-07
23859194,179233527,80,22,2019-06-24
23859280,9808458,65,2,2018-10-19
23859490,9808458,65,0,
23859834,11274299,149,1,2018-03-25
23860039,37626695,66,1,2018-06-22
23860047,27615247,150,3,2018-07-24
23860219,152228055,2990,69,2019-06-29
23861367,21721684,69,64,2019-06-23
23861801,81510823,30,99,2019-06-30
23868986,178543960,65,2,2018-10-03
23869761,29326392,31,1,2018-03-27
23870093,6570552,120,2,2018-09-25
23870798,52443525,140,23,2019-06-22
23871290,3563802,55,2,2019-04-14
23872299,178059867,50,62,2019-06-07
23873057,13754273,60,6,2018-07-31
23874025,12243051,179,2,2019-02-26
23874196,179366206,45,5,2019-05-24
23874777,12243051,187,1,2019-05-28
23875454,179376942,50,2,2018-05-04
23875602,12243051,179,0,
23875745,10951481,249,62,2019-05-06
23876337,12243051,182,2,2019-01-01
23876348,179387087,40,20,2019-04-28
23876355,16597520,60,6,2019-04-11
23876927,146326976,50,33,2019-06-18
23877625,179397918,175,60,2019-06-26
23877781,8610441,195,60,2019-06-30
23879156,179387087,40,41,2019-04-28
23879304,179416315,60,7,2019-01-01
23881522,179442361,75,5,2018-09-26
23882152,2375125,40,1,2018-05-20
23882240,10132406,150,2,2018-08-27
23884206,26921064,115,0,
23890947,24033115,72,5,2019-06-30
23892803,23839989,95,4,2018-12-30
23893916,8685999,100,48,2019-05-24
23894317,479432,75,38,2019-06-09
23894403,15356183,250,5,2019-05-27
23894929,3201625,1000,2,2018-12-18
23895775,29099312,60,3,2018-07-30
23896110,175315624,163,7,2018-07-18
23897524,6438952,75,0,
23898007,179594570,48,1,2018-04-19
23898727,2776635,100,0,
23899015,23422026,125,0,
23900717,100238132,339,34,2018-12-14
23900919,20134221,40,10,2019-05-30
23900940,179619904,60,72,2019-06-24
23901030,100238132,339,34,2019-04-19
23901118,179619904,65,16,2019-06-24
23901252,100238132,269,5,2019-01-02
23901420,100238132,269,5,2019-05-03
23901526,100238132,269,5,2019-01-01
23901908,179634496,300,0,
23901975,43275413,180,18,2019-06-02
23902562,92696117,200,47,2019-05-01
23902905,1429710,63,18,2019-06-03
23903645,105699183,65,2,2019-01-03
23903960,179255065,300,118,2019-06-21
23905099,24288568,100,54,2019-06-16
23905542,1630247,95,9,2018-09-09
23906042,179677211,190,19,2019-06-09
23913344,1338262,300,1,2019-01-02
23916900,83967077,231,4,2018-06-03
23917121,179765779,125,80,2019-07-07
23917760,179778880,45,45,2019-07-05
23918528,20585393,64,4,2018-05-28
23918586,22710535,150,1,2018-03-25
23918916,17315514,50,1,2018-05-13
23919286,179789963,115,3,2018-04-20
23919507,39531110,29,1,2018-06-11
23920387,15654962,50,0,
23920657,132485563,105,2,2018-09-30
23921460,165257273,40,1,2018-10-20
23921983,165257273,50,5,2019-06-06
23922092,19472344,199,14,2019-05-12
23922930,179825270,49,53,2019-06-23
23924218,1966537,105,13,2019-01-27
23925434,1903663,50,5,2019-06-09
23925502,4162797,45,2,2018-09-30
23926049,6900478,95,9,2019-06-04
23926532,171198420,47,19,2019-06-28
23926896,5371388,100,3,2019-06-16
23932185,178543960,65,1,2019-03-31
23933041,14743478,105,42,2019-06-27
23934000,173362161,50,51,2019-06-27
23935141,282655,175,52,2019-06-29
23937502,17772042,195,0,
23937509,13020369,225,0,
23937672,179619904,75,124,2019-06-19
23937773,5628508,45,7,2018-07-23
23940102,80262218,125,5,2019-05-14
23940698,90878763,75,0,
23942226,37806504,60,50,2019-05-18
23942859,180005361,148,55,2019-06-23
23943070,180008916,50,21,2019-06-21
23943945,97964040,150,3,2018-05-10
23943948,18598201,1000,55,2019-07-04
23946148,15817123,135,56,2019-06-29
23946427,58390724,140,19,2019-01-09
23946641,10661558,159,67,2019-05-27
23946797,65059624,50,118,2019-06-23
23952724,121379512,44,0,
23955297,30021975,49,2,2018-08-11
23955348,180126576,600,70,2019-06-02
23956264,128785861,70,13,2018-09-06
23957636,19640594,295,0,
23957942,46498586,200,2,2019-06-25
23958542,180154611,49,16,2019-05-29
23959939,10606156,175,0,
23960224,17631089,45,2,2018-10-15
23961249,127437059,35,26,2019-06-13
23961333,180180858,180,7,2019-05-29
23961376,154266431,100,45,2019-07-02
23963981,180208872,155,82,2019-07-05
23964318,180212824,80,23,2019-01-28
23964830,180219381,70,73,2019-06-25
23965055,79298323,38,15,2018-12-07
23965460,157141199,70,5,2019-05-24
23966710,169166409,38,40,2019-06-29
23970993,32909393,75,70,2019-06-24
23973305,88394152,120,20,2019-06-30
23974919,25364341,200,1,2018-05-26
23975246,6111084,160,4,2019-05-31
23976566,105124052,28,35,2019-05-09
23976700,7988008,210,16,2019-05-04
23978220,180347935,37,0,
23978509,178303634,120,2,2018-04-15
23979192,15538912,77,3,2018-09-23
23979650,50698186,80,4,2019-01-02
23979686,3894475,150,0,
23980151,180379038,124,2,2018-04-09
23980153,180378787,30,1,2018-04-23
23980622,180380802,65,11,2019-05-07
23986569,180380802,65,4,2019-06-02
23988427,64194344,55,0,
23989379,180467103,90,1,2018-11-27
23990013,39865251,225,1,2018-04-22
23990128,82834850,48,2,2018-05-02
23990829,10218953,39,12,2019-07-06
23990868,4447548,88,8,2019-06-16
23992091,78441349,159,1,2019-01-01
23992731,68350188,99,10,2019-05-10
23992737,4841646,40,24,2018-10-28
23992829,20855056,35,5,2018-04-25
23993066,160325910,115,0,
23995936,180548427,620,38,2019-07-06
23996251,135510002,75,8,2018-06-03
23996479,303939,37,53,2019-06-11
23996716,44352618,200,37,2019-06-16
23997663,2373120,75,9,2019-06-15
23998608,15344412,50,38,2019-06-23
23999822,90629446,120,0,
24000030,64892392,95,5,2018-12-31
24000797,19202612,80,13,2018-09-09
24006208,53778891,50,20,2019-07-07
24014159,167098774,55,27,2019-05-06
24014307,180720187,48,3,2019-01-06
24016646,16275624,100,3,2018-09-15
24016962,180744564,99,36,2019-07-07
24017521,117675375,74,26,2019-06-21
24017674,14856361,65,59,2019-06-30
24018753,105315535,158,2,2019-03-31
24019172,9263105,40,1,2019-06-29
24019698,100965471,119,3,2018-04-26
24020883,180781689,325,61,2019-07-04
24021725,16962957,215,52,2019-04-21
24022079,15266695,120,0,
24022413,4094332,65,51,2019-06-20
24022943,20805,90,0,
24024322,111978355,230,30,2019-06-14
24024456,111978355,188,35,2019-06-09
24024496,31671247,140,17,2019-03-24
24024721,175019394,60,138,2019-06-23
24033132,51038,95,69,2019-06-30
24033812,180892493,100,1,2018-03-28
24034429,180897611,175,5,2019-01-01
24034853,18168381,45,7,2019-06-22
24034953,25096301,70,9,2019-06-02
24034969,40218949,60,35,2019-06-24
24035864,20154516,95,22,2018-08-24
24036655,49219601,70,2,2018-09-16
24037479,16094075,119,8,2019-05-22
24038323,32720219,120,10,2019-06-17
24038899,10828579,115,7,2018-11-01
24039069,154860771,125,21,2019-05-20
24039582,14795719,45,30,2019-06-20
24039926,180945232,89,9,2019-06-19
24040279,4365496,75,43,2019-06-30
24041042,12307951,240,9,2019-06-20
24041447,2496897,199,0,
24041631,23831257,40,6,2019-04-01
24041916,179382251,100,24,2019-06-24
24042332,56917612,60,16,2019-07-06
24042606,91427536,45,5,2019-04-20
24042844,143052745,50,33,2019-07-03
24043603,4181378,175,20,2019-07-01
24044039,180991373,60,38,2019-04-21
24044352,5044922,99,3,2019-01-04
24046484,139124384,70,26,2019-02-01
24056066,23989761,260,38,2019-07-02
24057278,161899037,159,39,2019-07-01
24057583,181108819,60,54,2019-05-22
24058869,81022597,100,0,
24060140,29127683,78,4,2019-01-02
24062062,22002554,180,3,2019-01-02
24062588,17132917,80,1,2018-05-04
24065326,16835514,250,16,2019-07-03
24065408,1583742,50,31,2019-07-07
24065918,35996743,118,3,2018-11-12
24066280,100128949,42,54,2019-04-20
24066510,21563231,69,7,2018-10-25
24075491,8185223,42,0,
24075850,4227606,100,13,2019-01-01
24077483,116482644,110,67,2019-04-08
24077570,22923979,155,13,2019-06-28
24078552,36576422,150,31,2019-06-24
24078852,181300842,119,12,2019-05-17
24080143,44292356,89,30,2019-06-27
24080464,19445501,399,20,2019-06-23
24082591,44303500,275,7,2019-05-12
24082871,50545016,150,1,2018-04-01
24083340,13460416,140,6,2019-07-02
24083686,181344112,199,8,2018-12-03
24083746,32434287,65,1,2018-05-08
24085451,47929235,100,68,2019-06-22
24086178,6523823,103,1,2018-04-22
24086457,181372846,649,38,2019-06-02
24086562,178833771,85,29,2019-06-03
24086704,106460468,79,45,2019-06-12
24089034,181397986,96,50,2019-07-07
24095408,156955078,70,41,2019-06-30
24096651,161441682,57,9,2018-08-27
24096826,18389214,274,3,2018-07-29
24097816,2163683,250,0,
24098320,10222758,90,54,2019-07-06
24099108,179436298,100,4,2019-06-28
24099296,22543458,412,69,2019-07-06
24100492,22543458,412,54,2019-06-28
24101160,22543458,412,69,2019-06-24
24103241,13899187,50,0,
24103404,656978,148,0,
24103428,179351232,120,6,2019-05-05
24103912,19303369,41,1,2018-09-16
24104871,178473107,70,16,2019-01-01
24105281,29582228,90,1,2018-04-16
24105640,178473107,99,22,2019-06-30
24114389,180661875,10,2,2018-04-23
24114571,6568865,69,0,
24115364,11582560,54,22,2019-05-13
24115562,55948559,35,6,2019-06-18
24116050,14573346,39,1,2019-04-27
24116631,5740704,82,0,
24116708,279067,40,0,
24116969,162290659,148,3,2019-06-08
24117055,181651082,60,10,2019-07-01
24117765,10642957,130,2,2018-06-06
24118031,4924711,95,37,2019-07-06
24119086,6636052,65,62,2019-07-06
24119328,8612450,20,4,2018-05-31
24119876,181679481,190,21,2019-06-24
24120512,17200390,60,0,
24121036,24591977,55,25,2019-01-14
24121842,24591977,49,41,2019-01-09
24121885,81013659,100,64,2019-06-25
24122599,14905006,52,11,2019-05-27
24122725,181711840,35,24,2019-06-07
24122836,181710793,45,96,2019-07-07
24129287,163703392,41,18,2019-05-05
24130728,11542546,275,2,2018-06-08
24131620,26930091,265,4,2019-01-02
24131689,62176119,250,15,2019-06-11
24131817,91332497,130,3,2019-01-21
24131843,14742776,55,3,2018-04-13
24132058,60617669,365,1,2018-05-04
24132282,642986,70,6,2018-10-31
24133060,20771576,30,5,2018-06-13
24133244,117510818,225,28,2019-07-02
24135740,177353847,650,11,2019-07-07
24136172,1844352,95,10,2018-09-19
24136557,177353847,500,6,2019-03-20
24136587,80770105,244,0,
24136740,177353847,750,19,2019-05-31
24137279,7199637,46,4,2018-05-02
24137323,181851683,40,0,
24137748,181858292,140,34,2018-12-31
24137869,1261480,1500,0,
24137890,67785571,140,3,2018-07-08
24139165,8072802,199,15,2019-07-01
24139687,1767221,80,0,
24140119,181885526,69,91,2019-07-05
24140198,85506502,188,3,2018-08-07
24140556,36818639,100,6,2018-04-26
24147123,4857962,235,5,2018-11-25
24149436,6792120,165,42,2019-05-11
24151078,83231755,55,4,2018-05-06
24151964,7941100,65,1,2018-05-29
24153401,2011899,70,1,2018-08-04
24153494,154965091,125,29,2019-06-22
24154729,37995238,90,18,2019-05-01
24155415,26315450,56,8,2018-12-18
24156731,132856118,394,1,2018-11-05
24156857,3156480,172,4,2019-01-03
24157013,182039779,100,7,2019-07-06
24157110,28422,80,0,
24158722,31404168,142,4,2018-09-28
24158806,142426920,220,9,2019-06-30
24158816,128610997,264,17,2019-06-13
24159289,41366374,150,0,
24160395,178145214,200,43,2019-06-01
24161365,2497606,45,1,2018-06-16
24161582,182086879,150,8,2018-09-06
24162064,182092241,160,48,2019-06-28
24162261,83377687,135,46,2019-06-25
24162615,178059867,55,56,2019-06-19
24162681,128217748,50,114,2019-06-23
24162696,1391408,89,0,
24164953,74291583,49,6,2018-04-25
24164956,132492053,185,8,2019-05-21
24166066,14678390,180,31,2019-07-02
24169179,182152235,70,33,2019-03-06
24171777,6489789,450,3,2019-04-03
24172522,72923342,110,7,2018-04-28
24175050,181827361,125,0,
24175236,13929249,72,2,2018-05-20
24177410,112901574,80,3,2018-10-21
24177822,154258141,44,30,2019-05-10
24178083,179778880,45,37,2019-05-18
24178481,128217748,71,85,2019-06-19
24179288,154258141,60,41,2019-06-24
24179556,154258141,65,29,2019-05-11
24179803,72882190,300,2,2018-10-15
24181763,182260692,99,67,2019-07-01
24181925,128217748,79,75,2019-06-23
24182137,100238132,339,28,2019-03-17
24183293,48182426,58,3,2018-04-15
24184615,75479604,90,24,2019-05-15
24185045,13204586,175,0,
24186326,10915812,158,20,2019-06-23
24186601,20367358,145,2,2018-11-19
24186775,17183013,60,47,2019-07-01
24187794,29582882,99,54,2019-06-20
24188354,49704571,80,5,2019-05-17
24194478,182363374,85,57,2019-06-29
24199249,182411776,115,37,2019-06-05
24199400,70162513,52,3,2018-04-29
24200751,47424665,280,42,2019-06-23
24201129,25635056,250,12,2019-06-06
24202365,182440062,55,7,2019-06-22
24203680,9756051,100,6,2019-01-04
24203813,51510730,195,6,2018-11-23
24204269,7360975,80,15,2019-06-01
24204338,63929490,100,18,2019-06-19
24204341,4127752,55,5,2019-01-18
24204582,50941579,120,1,2018-08-25
24205303,34364912,300,14,2019-06-25
24205351,100238132,339,30,2019-01-02
24206202,182472967,140,1,2019-06-14
24206224,10771238,53,0,
24207804,182488531,21,21,2019-06-16
24207931,182326270,125,58,2019-06-21
24208472,55468128,47,64,2019-06-12
24208760,56905821,180,29,2018-11-20
24208976,1218837,58,1,2018-04-10
24209867,1218837,58,0,
24210296,97015202,150,61,2019-05-31
24210400,20486410,120,75,2019-06-23
24217712,842091,47,55,2019-06-27
24222051,154949847,288,36,2019-06-23
24223406,154258141,65,40,2019-06-04
24223602,182086879,300,17,2019-06-28
24226102,34358062,104,1,2018-04-07
24226175,12002279,160,20,2019-01-01
24226286,21466891,250,0,
24226511,3734637,186,0,
24226528,1525346,73,25,2019-05-13
24226842,17477908,195,3,2019-06-01
24226955,7461066,200,1,2019-01-02
24227739,43463232,100,7,2018-08-22
24229031,182363374,300,8,2018-11-11
24229203,4391922,150,19,2018-12-29
24230067,5132019,190,8,2019-03-05
24230182,127412674,75,28,2019-05-29
24230591,24175837,81,6,2018-12-17
24231655,37417547,25,2,2018-05-19
24232076,8591292,275,20,2019-06-30
24232309,139946116,60,1,2018-05-05
24232645,157967816,180,49,2019-06-12
24232774,41869421,90,1,2018-09-24
24234030,39083533,222,0,
24234359,2560891,95,6,2018-12-03
24239222,74874485,70,2,2018-04-12
24240996,19707138,125,1,2018-04-08
24242153,167818456,173,51,2019-06-30
24243249,32720219,220,0,
24243862,5002183,148,3,2018-07-18
24244194,176821276,75,8,2018-08-13
24244796,70091196,199,53,2019-07-04
24245265,79913651,54,26,2019-05-03
24245905,131914514,150,0,
24246039,106309624,153,6,2019-04-22
24246595,34360053,99,1,2018-04-07
24246704,25237492,65,3,2018-12-07
24247367,38874050,50,43,2019-06-06
24247380,76737749,45,0,
24247797,19001556,100,6,2018-06-22
24248461,25039950,62,6,2018-05-31
24248735,24604504,77,1,2018-04-29
24248741,2796906,46,3,2018-04-13
24250052,21379585,95,50,2019-05-30
24251237,180329864,159,4,2019-06-09
24251311,41361010,300,8,2019-05-20
24258555,160318374,103,42,2019-05-10
24258565,143589,200,22,2019-06-09
24260244,58023108,102,2,2018-04-11
24260247,14759766,350,1,2019-04-21
24260404,182940016,425,0,
24260464,15310048,45,5,2019-06-01
24261171,1133299,168,24,2019-06-10
24264371,182976972,40,39,2019-07-02
24265177,182945752,55,71,2019-07-06
24265209,182295691,150,10,2019-03-09
24265333,84527789,79,17,2019-06-17
24265776,10875931,65,70,2019-06-30
24266025,182989727,70,8,2019-05-12
24266063,1327248,199,4,2019-05-27
24266273,181710793,45,101,2019-07-07
24267208,21074914,70,90,2019-07-05
24267383,13078961,60,1,2018-05-31
24267385,12243051,194,0,
24267506,21074914,59,83,2019-07-02
24267706,21074914,49,102,2019-07-05
24269100,181710793,65,94,2019-06-26
24276183,59749141,165,61,2019-06-26
24276835,26459329,80,27,2019-03-13
24277232,139105717,175,0,
24278511,19866189,95,0,
24278899,24404900,100,73,2019-06-30
24279547,19866189,95,2,2018-07-01
24279693,183127881,54,61,2019-05-20
24279771,142053,299,41,2019-05-29
24279933,36632628,45,6,2018-11-26
24281831,38085094,250,3,2018-06-24
24281837,31679084,120,6,2019-03-12
24282118,155935757,105,1,2018-12-29
24282429,142053,299,26,2019-03-31
24283298,105159,130,6,2019-01-04
24283531,11150363,90,2,2018-05-20
24284162,80793056,62,2,2018-05-07
24284701,101457588,70,1,2018-06-03
24284744,123362684,225,11,2019-06-17
24285044,24595747,95,16,2019-05-19
24285110,183178516,288,16,2019-06-12
24285869,97825,149,19,2019-06-23
24286512,29110009,95,3,2019-06-24
24286518,183191309,150,26,2019-04-27
24286851,54042,200,10,2019-06-21
24287062,180289633,150,27,2019-06-23
24287261,16574437,175,29,2019-07-01
24287286,32617252,180,50,2019-07-07
24287367,102896902,70,3,2019-05-22
24287826,183211558,100,39,2019-06-19
24287857,183211776,79,73,2019-06-30
24287863,165395917,350,60,2019-06-28
24288869,25414207,75,59,2019-06-29
24289129,1334373,235,7,2019-05-28
24289209,183211776,39,11,2018-12-26
24289510,54103333,300,2,2018-06-29
24289567,41326856,50,21,2019-06-08
24289926,149324749,130,2,2018-06-22
24299542,25093840,130,3,2018-05-30
24300863,5594198,250,29,2019-06-23
